# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=8][T/m^n] 
+1.4900000000000000e+01 -1.6783447847397354e-02 -1.1634961592610546e-05 -4.1782467239946143e+01 -4.0261859610712818e+04 +4.9749895968579955e+07 -6.3850091647177710e+11 
+1.5000000000000000e+01 -1.6752483931003224e-02 -8.4964357598528854e-06 -4.1264818443829490e+01 -4.7792426085949766e+04 +1.0362988955385238e+08 -7.6172395846707336e+11 
+1.5100000000000001e+01 -1.6721535792052159e-02 -3.7614990424031060e-06 -4.0707742604685976e+01 -5.6055446491708681e+04 +1.6233559644459504e+08 -8.9358295985568604e+11 
+1.5200000000000001e+01 -1.6690561784787634e-02 +2.2293150890466118e-06 -4.0117548188156057e+01 -6.4914315083380781e+04 +2.2494168389070889e+08 -1.0321287171705076e+12 
+1.5300000000000001e+01 -1.6659508712092978e-02 +9.0210805066664279e-06 -3.9502205731283617e+01 -7.4197370957832085e+04 +2.9029353549616677e+08 -1.1749579795959968e+12 
+1.5400000000000000e+01 -1.6628323376842016e-02 +1.6158871082303416e-05 -3.8869685772082967e+01 -8.3732953196500210e+04 +3.5723653478675169e+08 -1.3196674961933284e+12 
+1.5500000000000000e+01 -1.6596952581917571e-02 +2.3187760688025712e-05 -3.8227958847655024e+01 -9.3349400895327635e+04 +4.2461606536172074e+08 -1.4638540161394934e+12 
+1.5600000000000001e+01 -1.6565343130195045e-02 +2.9652823195714387e-05 -3.7584995495851437e+01 -1.0287505313834432e+05 +4.9127751076002622e+08 -1.6051142885164810e+12 
+1.5700000000000001e+01 -1.6533441824556065e-02 +3.5099132477250528e-05 -3.6948766253901546e+01 -1.1213824901943341e+05 +5.5606625457045090e+08 -1.7410450624847273e+12 
+1.5800000000000001e+01 -1.6501195467878128e-02 +3.9071762404940340e-05 -3.6327241659431436e+01 -1.2096732762628277e+05 +6.1782768035068667e+08 -1.8692430871559697e+12 
+1.5900000000000000e+01 -1.6468550863040138e-02 +4.1115786849916666e-05 -3.5728392249952506e+01 -1.2919062804824082e+05 +6.7540717166636586e+08 -1.9873051116539656e+12 
+1.6000000000000000e+01 -1.6435454812922232e-02 +4.0776279684808832e-05 -3.5160188562850472e+01 -1.3663648937661675e+05 +7.2765011209291530e+08 -2.0928278851177449e+12 
+1.6100000000000001e+01 -1.6401857233420029e-02 +3.7764741231554969e-05 -3.4630141729397756e+01 -1.4314386589038256e+05 +7.7347786716413748e+08 -2.1835822159264675e+12 
+1.6199999999999999e+01 -1.6367720492503266e-02 +3.2458377612797591e-05 -3.4143925255494715e+01 -1.4859417263128440e+05 +8.1211573030087936e+08 -2.2580351494956182e+12 
+1.6300000000000001e+01 -1.6333010071159889e-02 +2.5400821401678456e-05 -3.3706753240665108e+01 -1.5287943983275932e+05 +8.4286497690227759e+08 -2.3148277905116719e+12 
+1.6400000000000002e+01 -1.6297691450380115e-02 +1.7135705171152243e-05 -3.3323839784206719e+01 -1.5589169773180064e+05 +8.6502688238532865e+08 -2.3526012436890415e+12 
+1.6500000000000000e+01 -1.6261730111146885e-02 +8.2066614937314872e-06 -3.3000398986172200e+01 -1.5752297655332371e+05 +8.7790272210563314e+08 -2.3699966136451880e+12 
+1.6600000000000001e+01 -1.6225091534453052e-02 -8.4267705696594503e-07 -3.2741644945584319e+01 -1.5766530653872259e+05 +8.8079377150258374e+08 -2.3656550051299448e+12 
+1.6699999999999999e+01 -1.6187741201282860e-02 -9.4686779078323336e-06 -3.2552791762352527e+01 -1.5621071791529070e+05 +8.7300130594414866e+08 -2.3382175227806055e+12 
+1.6800000000000001e+01 -1.6149644592625443e-02 -1.7127708486729239e-05 -3.2439053535899390e+01 -1.5305124091789944e+05 +8.5382660083617389e+08 -2.2863252712936074e+12 
+1.6900000000000002e+01 -1.6110767189468921e-02 -2.3276136219987776e-05 -3.2405644365718658e+01 -1.4807890578057032e+05 +8.2257093158103693e+08 -2.2086193553607915e+12 
+1.7000000000000000e+01 -1.6071074472800876e-02 -2.7370328534959370e-05 -3.2457778351397302e+01 -1.4118574273557102e+05 +7.7853557357147479e+08 -2.1037408796580559e+12 
+1.7100000000000001e+01 -1.6030554928183335e-02 -2.9020334399877587e-05 -3.2597394583825896e+01 -1.3233338790472632e+05 +7.2147946987797451e+08 -1.9712568727536890e+12 
+1.7199999999999999e+01 -1.5989289059478346e-02 -2.8450928947252912e-05 -3.2813332118979773e+01 -1.2176190096964806e+05 +6.5299223428895044e+08 -1.8144380587958369e+12 
+1.7300000000000001e+01 -1.5947380375122843e-02 -2.6040568850716096e-05 -3.3091155004113872e+01 -1.0978094750166596e+05 +5.7512114827068257e+08 -1.6374810858244673e+12 
+1.7400000000000002e+01 -1.5904932383550823e-02 -2.2167710785173181e-05 -3.3416427286796875e+01 -9.6700193067127970e+04 +4.8991349326436043e+08 -1.4445826018402429e+12 
+1.7500000000000000e+01 -1.5862048593201693e-02 -1.7210811422503434e-05 -3.3774713014033324e+01 -8.2829303241349495e+04 +3.9941655075648654e+08 -1.2399392549150479e+12 
+1.7600000000000001e+01 -1.5818832512511045e-02 -1.1548327438667213e-05 -3.4151576233213802e+01 -6.8477943593587872e+04 +3.0567760220317400e+08 -1.0277476930732191e+12 
+1.7699999999999999e+01 -1.5775387649912133e-02 -5.5587155060539051e-06 -3.4532580991970299e+01 -5.3955779689241164e+04 +2.1074392904093727e+08 -8.1220456430818567e+11 
+1.7800000000000001e+01 -1.5731817513844629e-02 +3.7956770088954428e-07 -3.4903291337289197e+01 -3.9572477103853998e+04 +1.1666281275726378e+08 -5.9750651669318628e+11 
+1.7900000000000002e+01 -1.5688225612743401e-02 +5.8880655080902813e-06 -3.5249271316636559e+01 -2.5637701405494514e+04 +2.5481534802318927e+07 -3.8785019824330927e+11 
+1.8000000000000000e+01 -1.5644715455045286e-02 +1.0588321242478745e-05 -3.5556084977278658e+01 -1.2461118165331916e+04 -6.0752623358340293e+07 -1.8743225699749530e+11 
+1.8100000000000001e+01 -1.5601372679279387e-02 +1.4182587888655623e-05 -3.5811841264315333e+01 -2.9894543505784134e+02 -1.4033956619362539e+08 +2.3679987389055094e+08 
+1.8199999999999999e+01 -1.5558211444343903e-02 +1.6695957071510336e-05 -3.6014828714083656e+01 +1.0806388809607990e+04 -2.1296794189961135e+08 +1.7439102865715729e+11 
+1.8300000000000001e+01 -1.5515228039231331e-02 +1.8234230073772627e-05 -3.6165880760540965e+01 +2.0865904109021532e+04 -2.7867358458962715e+08 +3.3495062648012799e+11 
+1.8400000000000002e+01 -1.5472418752934893e-02 +1.8903208179923717e-05 -3.6265830837579834e+01 +2.9890620002572807e+04 -3.3749232837229496e+08 +4.8183579046339093e+11 
+1.8500000000000000e+01 -1.5429779874443897e-02 +1.8808692671996143e-05 -3.6315512379475990e+01 +3.7891556035622169e+04 -3.8946000738609803e+08 +6.1496671777417383e+11 
+1.8600000000000001e+01 -1.5387307692750131e-02 +1.8056484834454120e-05 -3.6315758820272357e+01 +4.4879731750010877e+04 -4.3461245575230443e+08 +7.3426360555326868e+11 
+1.8699999999999999e+01 -1.5344998496847007e-02 +1.6752385950571539e-05 -3.6267403593841109e+01 +5.0866166684799449e+04 -4.7298550757782167e+08 +8.3964665091849121e+11 
+1.8800000000000001e+01 -1.5302848575727012e-02 +1.5002197303384215e-05 -3.6171280134121339e+01 +5.5861880379890623e+04 -5.0461499697319013e+08 +9.3103605099275366e+11 
+1.8900000000000002e+01 -1.5260854218382046e-02 +1.2911720176659177e-05 -3.6028221875156021e+01 +5.9877892377209842e+04 -5.2953675806033128e+08 +1.0083520029180924e+12 
+1.9000000000000000e+01 -1.5219011713800029e-02 +1.0586755853840348e-05 -3.5839062251352992e+01 +6.2925222224148056e+04 -5.4778662498779416e+08 +1.0715147038773544e+12 
+1.9100000000000001e+01 -1.5177313498794514e-02 +8.1262265479577800e-06 -3.5605219724911080e+01 +6.5028033674768427e+04 -5.5949319942799735e+08 +1.1206490300255435e+12 
+1.9200000000000003e+01 -1.5135736601444853e-02 +5.6015381920014164e-06 -3.5330452872804607e+01 +6.6263067366153904e+04 -5.6515615343064010e+08 +1.1566985738463711e+12 
+1.9300000000000001e+01 -1.5094254197644081e-02 +3.0772176478416112e-06 -3.5019105301011770e+01 +6.6720208161297007e+04 -5.6536792666654146e+08 +1.1808116069486687e+12 
+1.9400000000000002e+01 -1.5052839463291690e-02 +6.1779177815645045e-07 -3.4675520614813863e+01 +6.6489340911843537e+04 -5.6072095874827266e+08 +1.1941364008487195e+12 
+1.9500000000000000e+01 -1.5011465574283270e-02 -1.7122125550646771e-06 -3.4304042419924791e+01 +6.5660350476546431e+04 -5.5180768932506049e+08 +1.1978212271212122e+12 
+1.9600000000000001e+01 -1.4970105706514887e-02 -3.8482684888631072e-06 -3.3909014321994178e+01 +6.4323121713012355e+04 -5.3922055803996944e+08 +1.1930143573307754e+12 
+1.9700000000000003e+01 -1.4928733035884654e-02 -5.7258491613684841e-06 -3.3494779926461675e+01 +6.2567539475539066e+04 -5.2355200451938516e+08 +1.1808640630158330e+12 
+1.9800000000000001e+01 -1.4887320738288561e-02 -7.2804277098687147e-06 -3.3065682838987371e+01 +6.0483488621915385e+04 -5.0539446840732473e+08 +1.1625186157425276e+12 
+1.9900000000000002e+01 -1.4845841989623137e-02 -8.4474772722723801e-06 -3.2626066665187167e+01 +5.8160854009348921e+04 -4.8534038934527206e+08 +1.1391262870734751e+12 
+2.0000000000000000e+01 -1.4804269965784855e-02 -9.1624709861479635e-06 -3.2180275010660750e+01 +5.5689520494590783e+04 -4.6398220697173297e+08 +1.1118353485658533e+12 
+2.0100000000000001e+01 -1.4762582105351025e-02 -9.3854075529878863e-06 -3.1732061489259337e+01 +5.3147322858686181e+04 -4.4183732060597003e+08 +1.0816578918216460e+12 
+2.0200000000000003e+01 -1.4720772897622744e-02 -9.1743879304564286e-06 -3.1282819747792544e+01 +5.0563895578885786e+04 -4.1912296828441644e+08 +1.0490612886116566e+12 
+2.0300000000000001e+01 -1.4678841094584789e-02 -8.6120386395976486e-06 -3.0833353440998209e+01 +4.7956823051356361e+04 -3.9598134769627208e+08 +1.0143767307065758e+12 
+2.0400000000000002e+01 -1.4636785448216191e-02 -7.7809862015406314e-06 -3.0384466224220144e+01 +4.5343689682036340e+04 -3.7255465658065784e+08 +9.7793540995621289e+11 
+2.0500000000000000e+01 -1.4594604710501396e-02 -6.7638571375249940e-06 -2.9936961752235856e+01 +4.2742079867710898e+04 -3.4898509262982422e+08 +9.4006851813595557e+11 
+2.0600000000000001e+01 -1.4552297633422048e-02 -5.6432779694790427e-06 -2.9491643680110734e+01 +4.0169578009844874e+04 -3.2541485356011122e+08 +9.0110724705959778e+11 
+2.0700000000000003e+01 -1.4509862968960684e-02 -4.5018752178516707e-06 -2.9049315662828647e+01 +3.7643768508598820e+04 -3.0198613708116359e+08 +8.6138278853025757e+11 
+2.0800000000000001e+01 -1.4467299469098506e-02 -3.4222754044861647e-06 -2.8610781355504177e+01 +3.5182235766198508e+04 -2.7884114091306442e+08 +8.2122633436747729e+11 
+2.0900000000000002e+01 -1.4424605885820140e-02 -2.4871050499334450e-06 -2.8176844412896472e+01 +3.2802564179179644e+04 -2.5612206274697921e+08 +7.8096907634516357e+11 
+2.1000000000000000e+01 -1.4381780971106276e-02 -1.7789906765044302e-06 -2.7748308490174438e+01 +3.0522338150666208e+04 -2.3397110030765724e+08 +7.4094220629033838e+11 
+2.1100000000000001e+01 -1.4338824343039515e-02 -1.3590087664466463e-06 -2.7325844092356586e+01 +2.8356159606623107e+04 -2.1250934369381428e+08 +7.0143446000206738e+11 
+2.1200000000000003e+01 -1.4295739084109541e-02 -1.2020356509706678e-06 -2.6909589123895699e+01 +2.6306700565070685e+04 -1.9177345250407284e+08 +6.6256474917456750e+11 
+2.1300000000000001e+01 -1.4252529142903696e-02 -1.2613976216658023e-06 -2.6499548339536968e+01 +2.4373650573919578e+04 -1.7177897874670485e+08 +6.2440952953025024e+11 
+2.1400000000000002e+01 -1.4209198468011384e-02 -1.4904209714817429e-06 -2.6095726493821491e+01 +2.2556699177970782e+04 -1.5254147441469324e+08 +5.8704525676796082e+11 
+2.1500000000000000e+01 -1.4165751008020087e-02 -1.8424319921353323e-06 -2.5698128341473883e+01 +2.0855535924821608e+04 -1.3407649151481399e+08 +5.5054838660787744e+11 
+2.1600000000000001e+01 -1.4122190711520112e-02 -2.2707569763381962e-06 -2.5306758636936880e+01 +1.9269850357615847e+04 -1.1639958203134263e+08 +5.1499537473477698e+11 
+2.1700000000000003e+01 -1.4078521527098148e-02 -2.7287222161897878e-06 -2.4921622135013344e+01 +1.7799332025190306e+04 -9.9526297977327093e+07 +4.8046267687872290e+11 
+2.1800000000000001e+01 -1.4034747403344825e-02 -3.1696540042571905e-06 -2.4542723590123181e+01 +1.6443670470393423e+04 -8.3472191335747868e+07 +4.4702674872265387e+11 
+2.1900000000000002e+01 -1.3990872288848225e-02 -3.5468786325548323e-06 -2.4170067756921682e+01 +1.5202555239684349e+04 -6.8252814107522920e+07 +4.1476404597744012e+11 
+2.2000000000000000e+01 -1.3946900132195924e-02 -3.8137223936497973e-06 -2.3803659390134349e+01 +1.4075675880723580e+04 -5.3883718299852446e+07 +3.8375102436400800e+11 
+2.2100000000000001e+01 -1.3902835047331211e-02 -3.9351519115516376e-06 -2.3443470308036733e+01 +1.3061916645906866e+04 -4.0373392173960648e+07 +3.5404730057904071e+11 
+2.2200000000000003e+01 -1.3858681809608512e-02 -3.9226951381568676e-06 -2.3089340584281391e+01 +1.2156940625023602e+04 -2.7702069099525496e+07 +3.2564513536632532e+11 
+2.2300000000000001e+01 -1.3814445359736827e-02 -3.7995203575016682e-06 -2.2741077356203597e+01 +1.1355605614778580e+04 -1.5842918711493824e+07 +2.9851995046332489e+11 
+2.2400000000000002e+01 -1.3770130638424026e-02 -3.5887958531630902e-06 -2.2398487761248330e+01 +1.0652769413598207e+04 -4.7691106534342039e+06 +2.7264716762096280e+11 
+2.2500000000000000e+01 -1.3725742586380471e-02 -3.3136899092538328e-06 -2.2061378936605543e+01 +1.0043289815836233e+04 +5.5461854517640295e+06 +2.4800220855752591e+11 
+2.2600000000000001e+01 -1.3681286144312299e-02 -2.9973708094444731e-06 -2.1729558019899365e+01 +9.5220246227629596e+03 +1.5129799946150245e+07 +2.2456049504656564e+11 
+2.2700000000000003e+01 -1.3636766252928952e-02 -2.6630068376011425e-06 -2.1402832148400464e+01 +9.0838316299385642e+03 +2.4008563200932126e+07 +2.0229744881546970e+11 
+2.2800000000000001e+01 -1.3592187852939249e-02 -2.3337662772923907e-06 -2.1081008459474486e+01 +8.7235686346225175e+03 +3.2209305578192778e+07 +1.8118849160650769e+11 
+2.2900000000000002e+01 -1.3547555885052723e-02 -2.0328174123333319e-06 -2.0763894090386156e+01 +8.4360934323143028e+03 +3.9758857449338511e+07 +1.6120904514687732e+11 
+2.3000000000000000e+01 -1.3502875289975253e-02 -1.7833285269982153e-06 -2.0451296178785100e+01 +8.2162638246974875e+03 +4.6684049154284082e+07 +1.4233453121354355e+11 
+2.3100000000000001e+01 -1.3458150844445836e-02 -1.6026864972801468e-06 -2.0143034592865451e+01 +8.0591687934216188e+03 +5.3011410963357642e+07 +1.2453850006876015e+11 
+2.3200000000000003e+01 -1.3413386669315758e-02 -1.4851525705454429e-06 -1.9838980125076358e+01 +7.9608220733564795e+03 +5.8766272698346302e+07 +1.0778701618551852e+11 
+2.3300000000000001e+01 -1.3368586721464206e-02 -1.4192065867890377e-06 -1.9539016298936353e+01 +7.9174685876010626e+03 +6.3973664069856562e+07 +9.2044272587342972e+10 
+2.3400000000000002e+01 -1.3323754957770641e-02 -1.3933283851811319e-06 -1.9243026637944869e+01 +7.9253532590454424e+03 +6.8658614789250746e+07 +7.7274462296898224e+10 
+2.3500000000000000e+01 -1.3278895335116173e-02 -1.3959978059887361e-06 -1.8950894665428933e+01 +7.9807210078073158e+03 +7.2846154582022443e+07 +6.3441778314491432e+10 
+2.3600000000000001e+01 -1.3234011810379219e-02 -1.4156946887561559e-06 -1.8662503904994207e+01 +8.0798167584583434e+03 +7.6561313151032612e+07 +5.0510413676168831e+10 
+2.3700000000000003e+01 -1.3189108340440469e-02 -1.4408988731637371e-06 -1.8377737880009043e+01 +8.2188854317557070e+03 +7.9829120218604177e+07 +3.8444561387151581e+10 
+2.3800000000000001e+01 -1.3144188882179232e-02 -1.4600901992404226e-06 -1.8096480113986143e+01 +8.3941719507714406e+03 +8.2674605495256364e+07 +2.7208414471355412e+10 
+2.3900000000000002e+01 -1.3099257392475406e-02 -1.4617485061479107e-06 -1.7818614130375000e+01 +8.6019212375647785e+03 +8.5122798696678594e+07 +1.6766165944495251e+10 
+2.4000000000000000e+01 -1.3054317828209061e-02 -1.4343536344933075e-06 -1.7544023452609878e+01 +8.8383782139686246e+03 +8.7198729539640293e+07 +7.0820088206665678e+09 
+2.4100000000000001e+01 -1.3009374048268295e-02 -1.3696082404376715e-06 -1.7272598380450408e+01 +9.0999984196204259e+03 +8.8926471868985578e+07 -1.8792688206330810e+09 
+2.4200000000000003e+01 -1.2964429519576087e-02 -1.2721062476973732e-06 -1.7004256318644021e+01 +9.3840798602641353e+03 +9.0326276068044975e+07 -1.0150498679823872e+10 
+2.4300000000000001e+01 -1.2919487611064170e-02 -1.1496643966820561e-06 -1.6738921448197313e+01 +9.6881311584437335e+03 +9.1417436653157264e+07 -1.7763917399530869e+10 
+2.4400000000000002e+01 -1.2874551691664366e-02 -1.0100994280649387e-06 -1.6476517950105691e+01 +1.0009660936547225e+04 +9.2219248141364112e+07 -2.4751761623377857e+10 
+2.4500000000000000e+01 -1.2829625130308386e-02 -8.6122808242571306e-07 -1.6216970005371284e+01 +1.0346177817009309e+04 +9.2751005049683213e+07 -3.1146267995201603e+10 
+2.4600000000000001e+01 -1.2784711295928720e-02 -7.1086710000397441e-07 -1.5960201794917298e+01 +1.0695190421005980e+04 +9.3032001901504681e+07 -3.6979673168856789e+10 
+2.4700000000000003e+01 -1.2739813557455168e-02 -5.6683322165999424e-07 -1.5706137499944692e+01 +1.1054207374202328e+04 +9.3081533197227105e+07 -4.2284213761691528e+10 
+2.4800000000000001e+01 -1.2694935283820574e-02 -4.3694318765037277e-07 -1.5454701301332635e+01 +1.1420737296991721e+04 +9.2918893464496449e+07 -4.7092126434607201e+10 
+2.4900000000000002e+01 -1.2650079843956545e-02 -3.2901373886939082e-07 -1.5205817380106652e+01 +1.1792288812303932e+04 +9.2563377217415899e+07 -5.1435647826391312e+10 
+2.5000000000000000e+01 -1.2605250606794655e-02 -2.5086161539509862e-07 -1.4959409917280976e+01 +1.2166370542760182e+04 +9.2034278972049266e+07 -5.5347014579346581e+10 
+2.5100000000000001e+01 -1.2560450815306049e-02 -2.0812738781101596e-07 -1.4715411796344398e+01 +1.2540735952912988e+04 +9.1349458239118129e+07 -5.8856437821799820e+10 
+2.5200000000000003e+01 -1.2515683208625387e-02 -1.9774694572544615e-07 -1.4473790710154976e+01 +1.2914117866761528e+04 +9.0521034549327746e+07 -6.1986026690606644e+10 
+2.5300000000000001e+01 -1.2470950399923152e-02 -2.1448000857622114e-07 -1.4234523054407083e+01 +1.3285493955806258e+04 +8.9559692400404349e+07 -6.4755864765729568e+10 
+2.5400000000000002e+01 -1.2426255002373814e-02 -2.5308629572040020e-07 -1.3997585224405858e+01 +1.3653841885538977e+04 +8.8476116319905490e+07 -6.7186035673455582e+10 
+2.5500000000000000e+01 -1.2381599629149235e-02 -3.0832552677861712e-07 -1.3762953615704317e+01 +1.4018139325211057e+04 +8.7280990816940829e+07 -6.9296623011663254e+10 
+2.5600000000000001e+01 -1.2336986893422297e-02 -3.7495742125672328e-07 -1.3530604623775059e+01 +1.4377363943009437e+04 +8.5985000405330628e+07 -7.1107710384917160e+10 
+2.5700000000000003e+01 -1.2292419408366641e-02 -4.4774169807390392e-07 -1.3300514643999360e+01 +1.4730493405555038e+04 +8.4598829607176512e+07 -7.2639381411194519e+10 
+2.5800000000000001e+01 -1.2247899787154378e-02 -5.2143807737369066e-07 -1.3072660071906148e+01 +1.5076505381725407e+04 +8.3133162933456391e+07 -7.3911719691294800e+10 
+2.5900000000000002e+01 -1.2203430642958231e-02 -5.9080627841961655e-07 -1.2847017302982152e+01 +1.5414377539908091e+04 +8.1598684897061735e+07 -7.4944808828418274e+10 
+2.6000000000000000e+01 -1.2159014588951363e-02 -6.5060602043270190e-07 -1.2623562732652694e+01 +1.5743087547379489e+04 +8.0006080016908914e+07 -7.5758732435665649e+10 
+2.6100000000000001e+01 -1.2114654154669630e-02 -6.9665174134268687e-07 -1.2402275848904079e+01 +1.6061745452721419e+04 +7.8365113190848127e+07 -7.6372099959009415e+10 
+2.6200000000000003e+01 -1.2070351535096656e-02 -7.2897675257505626e-07 -1.2183148510253568e+01 +1.6369990833984610e+04 +7.6681870811950207e+07 -7.6797624144631805e+10 
+2.6300000000000001e+01 -1.2026108841580870e-02 -7.4866908372411185e-07 -1.1966175667550733e+01 +1.6667595646790298e+04 +7.4961519671428218e+07 -7.7046543602150955e+10 
+2.6400000000000002e+01 -1.1981928185468947e-02 -7.5681676453294692e-07 -1.1751352271830505e+01 +1.6954331849749051e+04 +7.3209226545228511e+07 -7.7130096916996994e+10 
+2.6500000000000000e+01 -1.1937811678109181e-02 -7.5450782509325372e-07 -1.1538673273956162e+01 +1.7229971398704769e+04 +7.1430158223406434e+07 -7.7059522696919189e+10 
+2.6600000000000001e+01 -1.1893761430848060e-02 -7.4283029437440719e-07 -1.1328133624982289e+01 +1.7494286252580838e+04 +6.9629481480319053e+07 -7.6846059524837173e+10 
